*Code,Report Code,*Name,Reporting Name,*Type,*Tax Code,Description,Dashboard,Expense Claims,Enable Payments,Balance
320,EXP.COS,Transport for machines,,Direct Costs,GST on Expenses,,No,No,No,
321,EXP.COS,Waste and Tip fees,,Direct Costs,GST on Expenses,Costs  to dispose of waste on job sites,No,No,No,
3211,EXP.COS,Water Stand Pipe,,Direct Costs,GST on Expenses,,No,No,No,
322,EXP.COS,Workers Compensation Insurance,,Direct Costs,GST on Expenses,,No,No,No,
323,EXP.COS,Workshop Materials,,Direct Costs,GST on Expenses,,No,No,No,
399,EXP,Accounting fees,,Expense,GST on Expenses,,No,No,No,
400,EXP,Advertising and Marketing,,Expense,GST on Expenses,Expenses incurred for advertising while trying to increase sales,No,Yes,No,
401,EXP,Administration costs,,Expense,GST on Expenses,,No,No,No,
402,EXP,Audit Fees,,Expense,GST on Expenses,,No,No,No,
403,EXP,Bad Debts,,Expense,GST on Expenses,,No,No,No,
404,EXP,Bank Fees,,Expense,GST Free Expenses,Fees charged by your bank for transactions regarding your bank account(s).,No,Yes,No,
408,EXP,Cleaning,,Expense,GST on Expenses,Expenses incurred for cleaning business property.,No,Yes,No,
411,EXP,Computer /IT Expense,,Expense,GST on Expenses,,No,No,No,
412,EXP,Consulting,,Expense,GST on Expenses,Expenses related to paying consultants,No,Yes,No,
412-1,EXP,Credit card Fees,,Expense,GST on Expenses,fees charged to pay by credit card,No,No,No,
413,EXP,Photocopier/Scanner/Fax expense,,Expense,GST on Expenses,,No,No,No,
416,EXP,Depreciation,,Expense,BAS Excluded,The amount of the asset's cost (based on the useful life) that was consumed during the period,No,No,No,
418,EXP,Donations,,Expense,GST Free Expenses,,No,No,No,
420,EXP,Entertainment,,Expense,GST Free Expenses,Expenses paid by company for the business but are not deductable for income tax purposes.,No,Yes,No,
421,EXP,ETWC Hire and management Fees,,Expense,GST on Expenses,Hire and Management fees,No,No,No,
422,EXP,Filing and finance fees,,Expense,GST Free Expenses,asic and finanance loan fees,No,No,No,
423,EXP,Fines,,Expense,GST Free Expenses,,No,No,No,
425,EXP,"Freight, Courier and postage",,Expense,GST on Expenses,Expenses incurred on courier & freight costs,No,Yes,No,
428,EXP,Gas,,Expense,GST on Expenses,,No,No,No,
429,EXP,General Expenses,,Expense,GST on Expenses,General expenses related to the running of the business.,No,Yes,No,
433,EXP,Insurance,,Expense,GST on Expenses,Expenses incurred for insuring the business' assets,No,Yes,No,
434,EXP,Workers Compensation Insurance - Overhead,,Expense,GST on Expenses,,No,No,No,
437,EXP,Interest Expense,,Expense,GST Free Expenses,"Any interest expenses paid to ATO, business bank accounts or credit card accounts.",No,Yes,No,
438,EXP,Interest expense Credit card,,Expense,GST Free Expenses,interest on credit card that feeds into xero,No,No,No,
439,EXP,Interest Expense - ATO,,Expense,GST on Expenses,,No,No,No,
440,EXP.COS,LAFHA Travel  Expenses,,Direct Costs,GST on Expenses,,No,No,No,
441,EXP,Legal expenses,,Expense,GST on Expenses,Expenses incurred on any legal matters,No,Yes,No,
445,EXP,"Light, Power, Heating",,Expense,GST on Expenses,"Expenses incurred for lighting, powering or heating the premises",No,Yes,No,
447,EXP,Long Service Fund payments,,Expense,GST Free Expenses,Building levy for long service,No,No,No,
4471,EXP,Plant Hire,,Direct Costs,GST on Expenses,,No,No,No,
448,EXP.COS,Medical Assessments,,Direct Costs,GST on Expenses,,No,No,No,
449,EXP.COS,Motor Vehicle Expenses,,Direct Costs,GST on Expenses,Expenses incurred on the running of company motor vehicles,No,Yes,No,
450,EXP.COS,Motor Vehicle Fuel,,Direct Costs,GST on Expenses,,No,No,No,
452,EXP,Networking - Meeting costs and client gifts,,Expense,GST on Expenses,"Light refreshments for meetings, xmas client gifts",No,No,No,
453,EXP,Office Expenses,,Expense,GST on Expenses,General expenses related to the running of the business office.,No,Yes,No,
455,EXP.COS,Parking & Tolls,,Direct Costs,GST on Expenses,,No,No,No,
456,EXP.COS,Payroll tax expense,,Direct Costs,BAS Excluded,,No,No,No,
457,EXP,Payroll Tax - Overhead,,Expense,GST on Expenses,,No,No,No,
461,EXP,Printing & Stationery,,Expense,GST on Expenses,Expenses incurred by the entity as a result of printing and stationery,No,Yes,No,
464,EXP.COS,Protective Clothing,,Expense,GST on Expenses,,No,No,No,
467,EXP.COS,Registration,,Direct Costs,GST Free Expenses,Registration of vehicles and plant,No,No,No,
469,EXP,Rent,,Expense,GST on Expenses,The payment to lease a building or area.,No,Yes,No,
473,EXP.COS,Repairs and Maintenance,,Direct Costs,GST on Expenses,Expenses incurred on a damaged or run down asset that will bring the asset back to its original condition.,No,Yes,No,
474,EXP,Sponsorship Expense - (Employment),,Expense,GST on Expenses,,No,No,No,
475,EXP.COS,Site costs,,Expense,GST on Expenses,,No,No,No,
476,EXP,Staff costs,,Expense,GST on Expenses,,No,No,No,
477,EXP.COS,Wages and Salaries,,Direct Costs,BAS Excluded,Payment to employees in exchange for their resources,No,No,No,
478,EXP.COS,Superannuation,,Direct Costs,BAS Excluded,Superannuation contributions,No,No,No,
479,EXP,Super Contribution - RESC,,Expense,BAS Excluded,Super Contribution - RESC,No,No,No,
480,EXP,Wages and Salaries - Overhead,,Expense,BAS Excluded,,No,No,No,
481,EXP,Superannuation - Overhead,,Expense,BAS Excluded,,No,No,No,
485,EXP,Subscriptions,,Expense,GST on Expenses,"E.g. Magazines, professional bodies.",No,Yes,No,
489,EXP,Telephone & Internet,,Expense,GST on Expenses,"Expenditure incurred from any business-related phone calls, phone lines, or internet connections",No,Yes,No,
490,EXP,Temporary full expensing,,Expense,BAS Excluded,Assets allowed to be written off fully under the temp full exp rules,No,No,No,
491,EXP.COS,Tender Costs NSW,,Expense,GST on Expenses,,No,No,No,
493,EXP,Travel - National,,Expense,GST on Expenses,Expenses incurred from domestic travel which has a business purpose,No,Yes,No,
494,EXP,Travel - International,,Expense,GST Free Expenses,Expenses incurred from international travel which has a business purpose,No,Yes,No,
495,EXP,Water,,Expense,GST Free Expenses,,No,No,No,
497,EXP,Bank Revaluations,,Bank Revaluations,BAS Excluded,Bank account revaluations due for foreign exchange rate changes,No,No,No,
498,EXP,Unrealised Currency Gains,,Unrealised Currency Gains,BAS Excluded,Unrealised currency gains on outstanding items,No,No,No,
499,EXP,Realised Currency Gains,,Realised Currency Gains,BAS Excluded,Gains or losses made due to currency exchange rate changes,No,No,No,
505,EXP.INC,Income Tax Expense,,Expense,BAS Excluded,A percentage of total earnings paid to the government.,No,No,No,
601,ASS.CUR.UDA,Rental Bond WA,,Current Asset,BAS Excluded,Bond paid and to be returned at end of lease,No,No,No,
60100,EQU,Issued Shares,,Equity,BAS Excluded,,No,No,No,
602,ASS.CUR,Rental Bond NSW,,Current Asset,BAS Excluded,,No,No,No,
603,ASS.CUR,Rental Bond SA,,Current Asset,BAS Excluded,,No,No,No,
610,ASS.CUR.REC.TRA,Accounts Receivable,,Accounts Receivable,BAS Excluded,Outstanding invoices the company has issued out to the client but has not yet received in cash at balance date.,No,No,No,
61001,ASS.CUR.REC,Accrued Sales retention,,Current Asset,BAS Excluded,Retention held on invoices,No,No,No,
61101,ASS.NCA.DIR,Loan to Director-SF 2022,,Current Asset,BAS Excluded,Loan to Shane Finnerty,No,No,Yes,
61102,ASS.NCA.DIR,Loan to Director-SF 2023,,Current Asset,BAS Excluded,,No,No,No,
61103,ASS.NCA.DIR,Loan to Director-SF 2024,,Current Asset,BAS Excluded,,No,No,No,
61104,ASS.NCA.DIR,Loan to Directors - SF (2025),,Current Asset,BAS Excluded,,No,No,No,
61301,ASS.NCA.DIR,Loan to Directors-RM 2022,,Current Asset,BAS Excluded,Loan to Richard McNamarra,No,No,Yes,
61302,ASS.NCA.DIR,Loan to Directors-RM 2023,,Current Asset,BAS Excluded,,No,No,No,
61303,ASS.NCA.DIR,Loan to Directors-RM 2024,,Current Asset,BAS Excluded,,No,No,No,
61304,ASS.NCA.DIR,Directors Loan Account,,Non-Current Asset,BAS Excluded,Consolidation of Loan accounts,No,No,No,
61305,ASS.NCA.DIR,Loan to East to West Plant Hire Pty Ltd,,Non-Current Asset,BAS Excluded,payments made on behalf of etw plant hire and loans to them,No,No,Yes,
620,ASS.CUR.UDA,Prepayments,,Current Asset,BAS Excluded,An expenditure that has been paid for in advance.,No,No,No,
625,ASS.CUR.REC,Accrued Income,,Current Asset,BAS Excluded,recording work done but not invoiced,No,No,No,
630,ASS.CUR.INY,Inventory,,Inventory,BAS Excluded,Value of tracked items for resale.,No,No,No,
681,ASS.CUR.CAS,Cash at Bank,,Current Asset,BAS Excluded,,No,No,No,
710,ASS.NCA.FIX.LEA,Office Equipment,,Fixed Asset,GST on Expenses,Office equipment that is owned and controlled by the business,No,Yes,No,
711,ASS.NCA.FIX.LEA.ACC,Less Accumulated Depreciation on Office Equipment,,Fixed Asset,BAS Excluded,The total amount of office equipment cost that has been consumed by the entity (based on the useful life),No,No,No,
719,ASS.CUR.REC,Sales Retention,,Non-Current Asset,BAS Excluded,,No,No,No,
720,ASS.NCA.FIX.PLA,Computer Equipment,,Fixed Asset,GST on Expenses,Computer equipment that is owned and controlled by the business,No,Yes,No,
721,ASS.NCA.FIX.PLA.ACC,Less Accumulated Depreciation on Computer Equipment,,Fixed Asset,BAS Excluded,The total amount of computer equipment cost that has been consumed by the business (based on the useful life),No,No,No,
722,ASS.NCA.FIX.PLA,Plant & Equipment,,Fixed Asset,GST on Expenses,,No,No,No,
723,ASS.NCA.FIX.PLA.ACC,Plant & Equipment accumulated depreciation,,Fixed Asset,BAS Excluded,,No,No,No,
724,ASS.NCA.FIX.VEH,Motor Vehicles,,Fixed Asset,GST on Expenses,,No,No,No,
725,ASS.NCA.FIX.VEH.ACC,Accumulated depreciation on Motor Vehicles,,Fixed Asset,BAS Excluded,,No,No,No,
740,ASS.NCA.FIX.LAC,Excavators,,Fixed Asset,GST on Expenses,,No,No,No,
741,ASS.NCA.FIX.LAC.REV,Accumulated Depreciation Excavator,,Fixed Asset,BAS Excluded,,No,No,No,
790,ASS.NCA.UDA,Computer Equipment - TFE,,Non-Current Asset,BAS Excluded,,No,No,No,
791,ASS.NCA.UDA,Motor Vehicles - TFE,,Non-Current Asset,BAS Excluded,,No,No,No,
792,ASS.NCA.UDA,Office Equipment - TFE,,Non-Current Asset,BAS Excluded,,No,No,No,
793,ASS.NCA.UDA,Plant & Equipment - TFE,,Non-Current Asset,BAS Excluded,,No,No,No,
798,ASS.NCA.UDA,Temporary full expensing of Assets 2022,,Non-Current Asset,BAS Excluded,Assets allowed to be written off fully under the temp full exp rules,No,No,No,
799,ASS.NCA.UDA,Temporary full expensing of Assets 2023,,Non-Current Asset,BAS Excluded,,No,No,No,
800,LIA.CUR.PAY.TRA,Accounts Payable,,Accounts Payable,BAS Excluded,Outstanding invoices the company has received from suppliers but has not yet paid at balance date,No,No,No,
801,LIA.CUR.PAY,Unpaid Expense Claims,,Unpaid Expense Claims,BAS Excluded,Expense claims typically made by employees/shareholder employees still outstanding.,No,No,No,
803,LIA.CUR.PAY,Not used now ANZ Credit Card **7147,,Current Liability,BAS Excluded,,No,No,No,
804,LIA.CUR.PAY,Wages Payable - Payroll,,Current Liability,BAS Excluded,"Where this account is set as the nominated Wages Payable account within Payroll Settings, Xero allocates the net wage amount of each pay run created using Payroll to this account",No,No,No,
810,LIA.CUR.PAY,Accrued Expenses,,Current Liability,BAS Excluded,,No,No,No,
818,ASS.CUR.REC,Fuel tax credit payable,,Current Liability,BAS Excluded,Fuel tax credit when due but not paid yet,No,No,No,
819,ASS.CUR.REC,ATO - Integrated Client Account,,Current Liability,BAS Excluded,payments to the ato when not allocated to correct accounts yet gst wage tax income tax payable,No,No,Yes,
820,LIA.CUR.TAX.GST,GST,,GST,BAS Excluded,"The balance in this account represents GST owing to or from the ATO. At the end of the GST period, it is this account that should be used to code against either the 'refunds from' or 'payments to' the ATO that will appear on the bank statement. Xero has been designed to use only one GST account to track GST on income and expenses, so there is no need to add any new GST accounts to Xero.",No,No,No,
821,LIA.CUR.PAY,GST Payments,,Current Liability,BAS Excluded,,No,No,No,
822,LIA.CUR.PAY,ATO - ITA,,Current Liability,BAS Excluded,,No,No,No,
825,LIA.CUR.PAY.PAY,PAYG Withholdings Payable,,Current Liability,BAS Excluded,The amount of PAYE tax that is due to be paid,No,No,No,
826,LIA.CUR.PAY,Superannuation Payable,,Current Liability,BAS Excluded,The amount of superannuation that is due to be paid,No,No,No,
827,LIA.CUR.PAY,Super Contribution - RESC Payable,,Current Liability,BAS Excluded,Super Contribution - RESC Payable,No,No,No,
828,LIA.CUR.PAY,Child Support payable,,Current Liability,BAS Excluded,,No,No,Yes,
829,LIA.CUR.PAY,Payroll tax payable,,Current Liability,BAS Excluded,,No,No,No,
830,LIA.CUR.TAX.INC,Income Tax Payable,,Current Liability,BAS Excluded,"The amount of income tax that is due to be paid, also resident withholding tax paid on interest received.",No,No,No,
83001,LIA.CUR.TAX.INC,Income Tax Payable 2025,,Current Liability,BAS Excluded,,No,No,No,
83002,LIA.CUR,Income tax payable 2026,,Current Liability,BAS Excluded,,No,No,No,
831,LIA.CUR.TAX.INC,2022 Income Tax Amendment,,Current Liability,BAS Excluded,,No,No,No,
840,LIA.CUR.PAY,Historical Adjustment,,Historical,BAS Excluded,For accountant adjustments,No,No,No,
847,LIA.NCL.HPA,1. Finance CX235C Exavator,,Non-current Liability,BAS Excluded,,No,No,No,
848,LIA.NCL.HPA,2. ANZ Finance Liebherr Excavator,,Non-current Liability,BAS Excluded,,No,No,No,
849,LIA.NCL.HPA.UEI,1. and 2. Unearned Interest finance,,Non-current Liability,BAS Excluded,,No,No,No,
850,ASS.CUR.REC,Suspense,Other Creditors,Current Liability,BAS Excluded,"An entry that allows an unknown transaction to be entered, so the accounts can still be worked on in balance and the entry can be dealt with later.",No,No,Yes,
851,LIA.CUR.PAY,Finance Payments Unallocated,,Non-current Liability,BAS Excluded,,No,No,No,
853,LIA.NCL.HPA,3. PTR asset finance 2019 Caterpillar Dumptruck WA ETW71,,Non-current Liability,BAS Excluded,2019 caterpillar bought for 506000 - 406000 borrowed repayments 9846.82,No,No,Yes,
854,LIA.NCL.HPA.UEI,3. Unearned interest PTR asset finance 2019 Caterpillar Dumptruck,,Non-current Liability,BAS Excluded,,No,No,No,
855,LIA.NCL.HPA,4. Westpac 2019 caterpillar excavator WA ETW70,,Non-current Liability,BAS Excluded,,No,No,Yes,
856,LIA.NCL.HPA.UEI,4. unearned interest Westpac 2019 caterpillar excavator,,Non-current Liability,BAS Excluded,,No,No,No,
857,LIA.NCL.HPA,5. De Lage Landen finance Excavator cx350c,,Non-current Liability,BAS Excluded,,No,No,Yes,
858,LIA.NCL.HPA.UEI,5. Unearned interest De Lage Landen finance Excavator cx350c,,Non-current Liability,BAS Excluded,,No,No,No,
860,LIA.CUR.PAY,Rounding,,Rounding,BAS Excluded,An adjustment entry to allow for rounding,No,No,No,
861,LIA.NCL.HPA,6. Metro Finance Excavator,,Non-current Liability,BAS Excluded,,No,No,Yes,
862,LIA.NCL.HPA.UEI,6. Unearned interest on Metro finance,,Non-current Liability,BAS Excluded,,No,No,No,
863,LIA.NCL.HPA,7. ANZ finance Tipper Aug 23,,Non-current Liability,BAS Excluded,,No,No,Yes,
864,LIA.CUR.PAY,Sundry Creditor,,Current Liability,BAS Excluded,,No,No,No,
870,LIA.CUR.HPA,Hire Purchase Liabilities,,Current Liability,BAS Excluded,,No,No,No,
871,LIA.CUR.HPA.UEI,Less Unexpired Interest Charges,,Current Liability,BAS Excluded,,No,No,No,
875,LIA.NCL.UDL,Elantis Premium funding Insurance,,Non-current Liability,BAS Excluded,Funding for Plant property and business insurance,No,No,Yes,
876,LIA.CUR.PAY,Elantis premium funding Work cover WA,,Non-current Liability,BAS Excluded,Loan for insurance payments from Fox Insurance for WA work cover,No,No,Yes,
877,LIA.CUR.PAY,Tracking Transfers,,Tracking,BAS Excluded,Transfers between tracking categories,No,No,No,
878,LIA.CUR.PAY,Liability for Defects,,Non-current Liability,BAS Excluded,,No,No,No,
880,LIA.CUR.PAY,Owner A Drawings,,Current Liability,BAS Excluded,Withdrawals by the owners,No,No,Yes,
881,LIA.CUR.PAY,Owner A Funds Introduced,,Current Liability,BAS Excluded,Funds contributed by the owner,No,No,Yes,
882,LIA.CUR.PAY,Owner Drawings - Richard McNamara,,Equity,BAS Excluded,Owner Drawings - Richard McNamara,No,No,Yes,
900,ASS.NCA.DIR,Loan,,Non-current Liability,BAS Excluded,Money that has been borrowed from a creditor,No,No,No,
901,ASS.NCA.DIR,Director Loan - SF,,Liability,BAS Excluded,,No,No,No,
902,ASS.NCA.DIR,Director Loan - RM,,Liability,BAS Excluded,,No,No,No,
903,ASS.NCA.REL,Loan - East to West Holdings Pty Ltd,,Non-Current Asset,BAS Excluded,payments made from ETW Holdings bank account for ETWPS,No,No,Yes,
905,EQU.RET.DIV,Dividends Paid,,Equity,BAS Excluded,,No,No,No,
906,LIA.NCL.REL,Loan EWCS,,Non-current Liability,BAS Excluded,,No,No,No,
958,LIA.NCL.HPA,Hire Purchase Liabilities NCL,,Non-current Liability,BAS Excluded,,No,No,No,
959,LIA.NCL.HPA.UEI,Less Unexpired Interest Charges NCL,,Non-current Liability,BAS Excluded,,No,No,No,
960,EQU.RET,Retained Earnings,,Retained Earnings,BAS Excluded,Do not Use,No,No,No,
970,EQU.SHA.ORD,Owner A Share Capital,,Equity,BAS Excluded,The value of shares purchased by the shareholders,No,No,Yes,
980,EQU.RET,Historical balancing,,Equity,BAS Excluded,updating account balances to correct balance for errors i allocations in the past,No,No,No,
990,EQU,Owner drawings Shane Finnerty,,Equity,BAS Excluded,Money taken temporarily,No,No,No,
